Age,Gender,Education Level,Job Title,experience,Salary,test_score,interview_score
27,Female,Bachelor's Degree,Social Media Manager,3,55000,71,72
33,Male,PhD,Research Scientist,10,150000,75,71
23,Female,High School,Receptionist,0,25000,76,67
38,Male,Bachelor's Degree,Product Manager,13,160000,82,74
39,Female,Master's Degree,Marketing Manager,14,170000,73,85
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,66,71
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,91,86
28,Male,Bachelor's Degree,Product Designer,3,60000,74,77
35,Female,PhD,Research Director,11,160000,76,95
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,100,86
32,Female,Master's Degree,Financial Manager,8,120000,93,68
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,64,98
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,86,60
28,Male,Bachelor's Degree,Product Designer,3,60000,82,66
35,Female,PhD,Research Director,11,160000,99,85
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,73,66
32,Female,Master's Degree,Financial Manager,8,120000,74,66
28,Male,Bachelor's Degree,Software Engineer,3,85000,92,67
36,Female,Master's Degree,Marketing Director,11,160000,90,75
25,Male,Bachelor's Degree,Financial Analyst,1,55000,94,62
29,Female,PhD,Data Scientist,5,100000,76,69
33,Male,Bachelor's Degree,Project Manager,8,120000,87,66
27,Female,Bachelor's Degree,Graphic Designer,2,50000,78,80
43,Male,Master's Degree,Senior Software Engineer,19,185000,82,96
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,91,90
34,Male,Bachelor's Degree,Marketing Manager,9,130000,99,82
25,Female,High School,Sales Associate,0,25000,72,86
31,Male,Master's Degree,Financial Analyst,6,100000,79,81
27,Female,Bachelor's Degree,Social Media Manager,3,55000,94,98
33,Male,PhD,Research Scientist,10,150000,64,86
23,Female,High School,Receptionist,0,25000,68,63
38,Male,Bachelor's Degree,Product Manager,13,160000,88,83
39,Female,Master's Degree,Marketing Manager,14,170000,65,82
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,84,78
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,90,62
28,Male,Bachelor's Degree,Product Designer,3,60000,81,86
35,Female,PhD,Research Director,11,160000,61,62
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,64,87
32,Female,Master's Degree,Financial Manager,8,120000,86,76
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,84,90
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,67,69
28,Male,Bachelor's Degree,Product Designer,3,60000,60,81
35,Female,PhD,Research Director,11,160000,79,89
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,82,80
32,Female,Master's Degree,Financial Manager,8,120000,91,95
28,Male,Bachelor's Degree,Software Engineer,3,85000,70,82
36,Female,Master's Degree,Marketing Director,11,160000,98,97
25,Male,Bachelor's Degree,Financial Analyst,1,55000,83,71
29,Female,PhD,Data Scientist,5,100000,70,84
33,Male,Bachelor's Degree,Project Manager,8,120000,88,79
27,Female,Bachelor's Degree,Graphic Designer,2,50000,85,66
43,Male,Master's Degree,Senior Software Engineer,19,185000,75,88
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,94,88
34,Male,Bachelor's Degree,Marketing Manager,9,130000,79,72
25,Female,High School,Sales Associate,0,25000,62,62
31,Male,Master's Degree,Financial Analyst,6,100000,60,61
27,Female,Bachelor's Degree,Social Media Manager,3,55000,60,75
33,Male,PhD,Research Scientist,10,150000,76,89
23,Female,High School,Receptionist,0,25000,61,97
38,Male,Bachelor's Degree,Product Manager,13,160000,88,65
39,Female,Master's Degree,Marketing Manager,14,170000,79,66
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,65,64
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,67,66
28,Male,Bachelor's Degree,Product Designer,3,60000,88,93
35,Female,PhD,Research Director,11,160000,92,91
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,62,72
32,Female,Master's Degree,Financial Manager,8,120000,94,89
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,64,84
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,86,80
28,Male,Bachelor's Degree,Product Designer,3,60000,71,80
35,Female,PhD,Research Director,11,160000,79,87
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,79,79
32,Female,Master's Degree,Financial Manager,8,120000,68,93
28,Male,Bachelor's Degree,Software Engineer,3,85000,98,64
36,Female,Master's Degree,Marketing Director,11,160000,63,77
25,Male,Bachelor's Degree,Financial Analyst,1,55000,78,98
29,Female,PhD,Data Scientist,5,100000,97,70
33,Male,Bachelor's Degree,Project Manager,8,120000,86,76
27,Female,Bachelor's Degree,Graphic Designer,2,50000,72,81
43,Male,Master's Degree,Senior Software Engineer,19,185000,72,96
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,81,79
34,Male,Bachelor's Degree,Marketing Manager,9,130000,87,65
25,Female,High School,Sales Associate,0,25000,81,93
31,Male,Master's Degree,Financial Analyst,6,100000,78,73
27,Female,Bachelor's Degree,Social Media Manager,3,55000,67,82
33,Male,PhD,Research Scientist,10,150000,67,79
23,Female,High School,Receptionist,0,25000,85,72
38,Male,Bachelor's Degree,Product Manager,13,160000,85,100
39,Female,Master's Degree,Marketing Manager,14,170000,82,91
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,72,85
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,87,73
28,Male,Bachelor's Degree,Product Designer,3,60000,68,95
35,Female,PhD,Research Director,11,160000,79,67
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,78,99
32,Female,Master's Degree,Financial Manager,8,120000,98,81
26,Male,Bachelor's Degree,Junior Software Engineer,1,55000,71,81
30,Female,Bachelor's Degree,Marketing Coordinator,4,65000,74,75
28,Male,Bachelor's Degree,Product Designer,3,60000,90,86
35,Female,PhD,Research Director,11,160000,73,69
27,Male,Bachelor's Degree,Marketing Analyst,2,50000,70,84
32,Female,Master's Degree,Financial Manager,8,120000,85,90
28,Male,Bachelor's Degree,Software Engineer,3,85000,86,80
36,Female,Master's Degree,Marketing Director,11,160000,70,86
25,Male,Bachelor's Degree,Financial Analyst,1,55000,97,76
29,Female,PhD,Data Scientist,5,100000,93,92
33,Male,Bachelor's Degree,Project Manager,8,120000,78,90
27,Female,Bachelor's Degree,Graphic Designer,2,50000,65,85
43,Male,Master's Degree,Senior Software Engineer,19,185000,97,80
30,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,87,95
34,Male,Bachelor's Degree,Marketing Manager,9,130000,60,60
25,Female,High School,Sales Associate,0,25000,94,63
31,Male,Master's Degree,Financial Analyst,6,100000,99,63
27,Female,Bachelor's Degree,Social Media Manager,3,55000,67,85
33,Male,PhD,Research Scientist,10,150000,66,63
27,Male,Bachelor's Degree,Software Engineer,3,85000,70,68
35,Female,Master's Degree,Marketing Director,11,160000,98,89
24,Male,Bachelor's Degree,Financial Analyst,1,55000,63,63
28,Female,PhD,Data Scientist,5,100000,84,64
32,Male,Bachelor's Degree,Project Manager,8,120000,71,82
26,Female,Bachelor's Degree,Graphic Designer,2,50000,85,75
41,Male,Master's Degree,Senior Software Engineer,19,185000,97,81
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,71,96
33,Male,Bachelor's Degree,Marketing Manager,9,130000,96,67
24,Female,High School,Sales Associate,0,25000,83,92
30,Male,Master's Degree,Financial Analyst,6,100000,75,97
26,Female,Bachelor's Degree,Social Media Manager,3,55000,72,75
32,Male,PhD,Research Scientist,10,150000,84,64
22,Female,High School,Receptionist,0,25000,63,75
37,Male,Bachelor's Degree,Product Manager,13,160000,70,66
38,Female,Master's Degree,Marketing Manager,14,170000,91,60
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,66,68
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,70,77
29,Male,Bachelor's Degree,Product Designer,3,60000,87,62
34,Female,PhD,Research Director,11,160000,100,83
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,82,87
31,Female,Master's Degree,Financial Manager,8,120000,82,69
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,87,68
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,85,72
29,Male,Bachelor's Degree,Product Designer,3,60000,84,94
34,Female,PhD,Research Director,11,160000,88,82
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,78,76
31,Female,Master's Degree,Financial Manager,8,120000,92,66
27,Male,Bachelor's Degree,Software Engineer,3,85000,95,75
35,Female,Master's Degree,Marketing Director,11,160000,73,99
24,Male,Bachelor's Degree,Financial Analyst,1,55000,73,95
28,Female,PhD,Data Scientist,5,100000,94,79
32,Male,Bachelor's Degree,Project Manager,8,120000,89,83
26,Female,Bachelor's Degree,Graphic Designer,2,50000,87,64
41,Male,Master's Degree,Senior Software Engineer,19,185000,76,65
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,62,87
33,Male,Bachelor's Degree,Marketing Manager,9,130000,75,64
24,Female,High School,Sales Associate,0,25000,89,98
30,Male,Master's Degree,Financial Analyst,6,100000,88,97
26,Female,Bachelor's Degree,Social Media Manager,3,55000,74,61
32,Male,PhD,Research Scientist,10,150000,84,98
22,Female,High School,Receptionist,0,25000,97,80
37,Male,Bachelor's Degree,Product Manager,13,160000,97,99
38,Female,Master's Degree,Marketing Manager,14,170000,82,96
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,84,77
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,66,71
29,Male,Bachelor's Degree,Product Designer,3,60000,81,76
34,Female,PhD,Research Director,11,160000,76,96
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,77,97
31,Female,Master's Degree,Financial Manager,8,120000,100,74
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,69,66
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,69,73
29,Male,Bachelor's Degree,Product Designer,3,60000,66,60
34,Female,PhD,Research Director,11,160000,97,97
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,86,62
31,Female,Master's Degree,Financial Manager,8,120000,92,96
27,Male,Bachelor's Degree,Software Engineer,3,85000,60,90
35,Female,Master's Degree,Marketing Director,11,160000,93,72
24,Male,Bachelor's Degree,Financial Analyst,1,55000,63,77
28,Female,PhD,Data Scientist,5,100000,76,76
32,Male,Bachelor's Degree,Project Manager,8,120000,63,76
26,Female,Bachelor's Degree,Graphic Designer,2,50000,85,70
41,Male,Master's Degree,Senior Software Engineer,19,185000,63,79
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,60,69
33,Male,Bachelor's Degree,Marketing Manager,9,130000,66,88
24,Female,High School,Sales Associate,0,25000,89,93
30,Male,Master's Degree,Financial Analyst,6,100000,68,76
26,Female,Bachelor's Degree,Social Media Manager,3,55000,94,72
32,Male,PhD,Research Scientist,10,150000,67,98
22,Female,High School,Receptionist,0,25000,83,86
37,Male,Bachelor's Degree,Product Manager,13,160000,78,85
38,Female,Master's Degree,Marketing Manager,14,170000,95,87
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,86,72
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,91,71
29,Male,Bachelor's Degree,Product Designer,3,60000,73,87
34,Female,PhD,Research Director,11,160000,77,61
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,87,96
31,Female,Master's Degree,Financial Manager,8,120000,88,93
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,75,82
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,94,88
29,Male,Bachelor's Degree,Product Designer,3,60000,90,94
34,Female,PhD,Research Director,11,160000,63,70
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,96,92
31,Female,Master's Degree,Financial Manager,8,120000,76,70
27,Male,Bachelor's Degree,Software Engineer,3,85000,98,68
35,Female,Master's Degree,Marketing Director,11,160000,85,73
24,Male,Bachelor's Degree,Financial Analyst,1,55000,98,68
28,Female,PhD,Data Scientist,5,100000,100,98
32,Male,Bachelor's Degree,Project Manager,8,120000,63,62
26,Female,Bachelor's Degree,Graphic Designer,2,50000,89,88
41,Male,Master's Degree,Senior Software Engineer,19,185000,89,78
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,81,95
33,Male,Bachelor's Degree,Marketing Manager,9,130000,70,91
24,Female,High School,Sales Associate,0,25000,61,66
30,Male,Master's Degree,Financial Analyst,6,100000,71,87
26,Female,Bachelor's Degree,Social Media Manager,3,55000,89,77
32,Male,PhD,Research Scientist,10,150000,95,64
22,Female,High School,Receptionist,0,25000,77,82
37,Male,Bachelor's Degree,Product Manager,13,160000,85,81
38,Female,Master's Degree,Marketing Manager,14,170000,66,85
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,60,71
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,85,99
29,Male,Bachelor's Degree,Product Designer,3,60000,82,78
34,Female,PhD,Research Director,11,160000,85,60
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,65,62
31,Female,Master's Degree,Financial Manager,8,120000,65,86
27,Male,Bachelor's Degree,Junior Software Engineer,1,55000,67,77
31,Female,Bachelor's Degree,Marketing Coordinator,4,65000,83,89
29,Male,Bachelor's Degree,Product Designer,3,60000,81,61
34,Female,PhD,Research Director,11,160000,78,64
26,Male,Bachelor's Degree,Marketing Analyst,2,50000,96,88
31,Female,Master's Degree,Financial Manager,8,120000,77,92
27,Male,Bachelor's Degree,Software Engineer,3,85000,90,79
35,Female,Master's Degree,Marketing Director,11,160000,96,89
24,Male,Bachelor's Degree,Financial Analyst,1,55000,89,64
28,Female,PhD,Data Scientist,5,100000,92,80
32,Male,Bachelor's Degree,Project Manager,8,120000,69,74
26,Female,Bachelor's Degree,Graphic Designer,2,50000,96,79
41,Male,Master's Degree,Senior Software Engineer,19,185000,71,67
29,Female,Bachelor's Degree,Digital Marketing Specialist,4,65000,89,90
33,Male,Bachelor's Degree,Marketing Manager,9,130000,86,71
24,Female,High School,Sales Associate,0,25000,98,80
30,Male,Master's Degree,Financial Analyst,6,100000,68,89
26,Female,Bachelor's Degree,Social Media Man,7,100000,80,86
31,Male,Bachelor's Degree,Software Engineer,7,120000,71,85
26,Female,Bachelor's Degree,Graphic Designer,2,50000,88,92
33,Male,Master's Degree,Marketing Manager,9,130000,92,85
29,Female,High School,Customer Service Representative,3,35000,74,85
36,Male,PhD,Research Scientist,13,160000,61,95
27,Female,Bachelor's Degree,Marketing Coordinator,2,50000,98,99
31,Male,Bachelor's Degree,Project Manager,6,100000,77,60
28,Female,Master's Degree,Financial Analyst,4,80000,62,74
25,Male,Bachelor's Degree,Software Engineer,1,60000,66,60
30,Female,Bachelor's Degree,Sales Manager,5,90000,77,70
34,Male,PhD,Research Director,11,170000,97,61
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,96,60
32,Male,Bachelor's Degree,Product Manager,7,120000,92,90
24,Female,High School,Receptionist,0,25000,90,75
37,Male,Master's Degree,Marketing Director,14,180000,70,81
39,Female,Bachelor's Degree,Financial Manager,16,200000,63,77
26,Male,Bachelor's Degree,Product Designer,2,50000,77,76
31,Female,PhD,Data Scientist,8,140000,63,89
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,93,69
33,Female,Master's Degree,Marketing Manager,9,130000,88,94
27,Male,Bachelor's Degree,Software Engineer,3,80000,83,80
36,Female,PhD,Research Scientist,12,160000,81,75
25,Male,Bachelor's Degree,Product Manager,1,55000,61,65
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,65,62
34,Male,PhD,Research Director,11,170000,84,100
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,80,80
32,Male,Bachelor's Degree,Product Manager,7,120000,75,72
24,Female,High School,Receptionist,0,25000,90,77
37,Male,Master's Degree,Marketing Director,14,180000,73,83
39,Female,Bachelor's Degree,Financial Manager,16,200000,98,86
26,Male,Bachelor's Degree,Product Designer,2,50000,87,63
31,Female,PhD,Data Scientist,8,140000,91,81
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,87,83
33,Female,Master's Degree,Marketing Manager,9,130000,68,99
27,Male,Bachelor's Degree,Software Engineer,3,80000,81,69
36,Female,PhD,Research Scientist,12,160000,91,61
25,Male,Bachelor's Degree,Product Manager,1,55000,64,99
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,82,65
34,Male,PhD,Research Director,11,170000,64,77
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,91,76
32,Male,Bachelor's Degree,Product Manager,7,120000,69,97
24,Female,High School,Receptionist,0,25000,98,82
37,Male,Master's Degree,Marketing Director,14,180000,74,89
39,Female,Bachelor's Degree,Financial Manager,16,200000,66,80
26,Male,Bachelor's Degree,Product Designer,2,50000,88,69
31,Female,PhD,Data Scientist,8,140000,62,72
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,78,71
33,Female,Master's Degree,Marketing Manager,9,130000,69,68
27,Male,Bachelor's Degree,Software Engineer,3,80000,87,63
36,Female,PhD,Research Scientist,12,160000,88,98
25,Male,Bachelor's Degree,Product Manager,1,55000,74,83
30,Female,Bachelor's Degree,Marketing Coordinator,5,85000,94,93
34,Male,PhD,Research Director,11,170000,65,98
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,71,100
32,Male,Bachelor's Degree,Product Manager,7,120000,97,64
